jcompany_name,scompany_name,company_name_clean,company_tech_stack,company_keywords_jumpit,company_type,industry
더블유쇼핑,(주)더블유쇼핑,더블유쇼핑,Java;Thymeleaf;Spring;Oracle;SQL,장기근속 포상;미디어윌홀딩스 계열사;매출액 1000억 기업;2호선 역세권 기업,1000대기업;중견기업;주식회사;외부감사법인,위성 및 기타 방송업
유비퍼스트대원,(주)유비퍼스트대원,유비퍼스트대원,Java;CSS 3;C++;C;Kafka;Spring Boot;Amazon EKS;iOS;React;Kotlin;Vue.js;Figma;MySQL;Flutter;Oracle;Android OS;OpenAPI;AWS;Microsoft Excel;DB;Python,연봉상승률 15% 이상;포티투닷 계열사;휴가비 지원;점심지원,중소기업,무선 및 위성 통신업
스카이월드와이드,(주)스카이월드와이드,스카이월드와이드,Java;Adobe XD;PostgreSQL;SQLAlchemy;Next.js;Vite;Jira;React;TypeScript;Jenkins;Git;Figma;GitHub Actions;PyTorch;NLP;Django;JavaScript;Pandas;Notion;FastAPI;Oracle;DB;Python;Flask,급성장중;코스닥;IPO 투자유치;2호선 역세권 기업;점심지원,중소기업;코스닥;주식회사;연구소,응용 소프트웨어 개발 및 공급업
아일리스프런티어,아일리스프런티어(주),아일리스프런티어,AI/인공지능;Node.js;Next.js;React;SQL;RabbitMQ;NoSql;Figma;Elasticsearch;Django;TailwindCSS;FastAPI;Oracle;Flask;Python,"연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;2호선 역세권 기업;간식 제공;평균연봉 6,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
씨메스,(주)씨메스,씨메스,C#;Airflow;Microsoft Teams;AI/인공지능;C;Qt;Microsoft Office 365;Trello;CMake;ELK;PLC;notion.so;Grafana;gRPC;Utm;HW;Kubeflow;AZURE;NoSql;Debian;Docker;VPN;JavaScript;Notion;TCP/IP;Solidworks;AWS;GitLab;Python;Ubuntu;C++;Autocad;Apache Flink;GraphQL;K8S;Ccna;Jira;React;SQL;Git;Figma;ZeroMQ;Linux;GCP;Ansible;FastAPI;Kubernetes,"시리즈B 투자유치;급성장중;코스닥;7호선 역세권 기업;평균연봉 6,000 이상",중소기업;코스닥;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,그 외 기타 특수목적용 기계 제조업
코어시큐리티,(주)코어시큐리티,코어시큐리티,ISMS;CISSP;TCP/IP;CISA,급성장중;8호선 역세권 기업;유연근무제;사내 카페,중소기업;병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
트럼피아,트럼피아(주),트럼피아,Java;Redis;ES6;Spring Boot;Node.js;Apache Tomcat;Jenkins;Vue.js;Backendless;Git;Docker;Linux;NGINX;JavaScript;MySQL;PHP;Oracle;Spring Data JPA;GitLab;ExpressJS;Python,"장기근속 포상;자유로운 연차;2호선 역세권 기업;점심지원;평균연봉 6,000 이상",중소기업;외국인 투자기업;주식회사;수출입 기업,기타 게임 소프트웨어 개발 및 공급업
어뮤즈랩,(주)어뮤즈랩,어뮤즈랩,TypeScript;Vue.js;Java;CSS 3;REST API;Git;HTML5;Node.js;Spring,급성장중;점심지원;간식 제공;영업이익 150% 급성장,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
캐스트프로,(주)캐스트프로,캐스트프로,FW;C;Embedded;Android OS;MCU;HW,연봉상승률 10% 이상;매출액 100억 기업;점심지원;간식 제공;성과급/상여금,중소기업;주식회사;연구소;수출입 기업,기타 무선 통신장비 제조업
포컴퍼니,(주)포컴퍼니,포컴퍼니,AWS Elastic Load Balancing;AWS Device Farm;R Language;AWS CodeBuild;AWS Data Wrangler;AWS;AWS Cloud Development Kit;AWS Amplify,장기근속 포상;9호선 역세권 기업;성과급/상여금,중소기업;주식회사;수출입 기업,화장품 제조업
에너자이,(주)에너자이,에너자이,C++;AI/인공지능;C;MachineLearning;iOS;React;Kotlin;AZURE;PyTorch;Docker;Linux;Django;Haskell;Keras;AWS;Android OS;Python;Kubernetes;TensorFlow,육아휴직;급성장중;장기근속 포상;점심지원;시리즈A 투자유치,중소기업;병역특례 인증업체,""
에스피코리아,(주)에스피코리아,에스피코리아,Jenkins;AZURE;Java;Vue.js;NGINX;MySQL;AWS CloudFormation;Node.js;AWS;Kotlin,급성장중;유연근무제;성과급/상여금,중소기업;주식회사;사단법인,광고 영화 및 비디오물 제작업
에이아이콴텍,(주)에이아이콴텍,에이아이콴텍,Java;MariaDB;Spring Boot;Spring Batch;React,"평균연봉 상위 10%;육아휴직;자유로운 연차;콴텍 계열사;프리한 복장;9호선 역세권 기업;워라밸;평균연봉 7,000 이상;사내 카페",중소기업;주식회사,투자 자문업 및 투자 일임업
에이아이썸,(주)에이아이썸,에이아이썸,yolo;Kafka;DeepLearning;AIOHTTP;REST API;Git;PyTorch;Celery;GCP;Django;MySQL;FastAPI;Flask;TensorFlow,"스타트업;연봉상승률 15% 이상;급성장중;9호선 역세권 기업;간식 제공;성과급/상여금;사내 카페;평균연봉 6,000 이상",스타트업;중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
제이엘케이,(주)제이엘케이,제이엘케이,AZURE;ISMS;VPN;CISSP;Infra;CISA;CPPG;AWS;Azure DevOps;Firewall,"평균연봉 상위 10%;스타트업;연봉상승률 30% 이상;코스닥;프리한 복장;IPO 투자유치;점심지원;평균연봉 7,000 이상;사내 카페",스타트업;중소기업;코스닥;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업
아이도트,(주)아이도트,아이도트,RTOS;RDB;REST API;Java;AI/인공지능;Git;FPGA;Embedded;Spring;AWS;MCU;HW,"자유로운 연차;프리한 복장;8호선 역세권 기업;점심지원;워라밸;간식 제공;시리즈A 투자유치;사내 카페;평균연봉 6,000 이상",중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
긴트,(주)긴트,긴트,C#;C++;C;SW;Node.js;React;MATLAB;TypeScript;JavaScript;React Native;Embedded;AWS;Python,급성장중;장기근속 포상;점심지원,중소기업;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,자동차용 신품 전기장치 제조업
유니아이,(주)유니아이,유니아이,Router;Next.js;Vite;React;SQL;TypeScript;REST API;Git;Docker;OpenCV;InfluxDB;JavaScript;HTML5;FastAPI;Webpack;AWS;Python;Kubernetes,연봉상승률 20% 이상;급성장중;반려동물 출근가능;재택근무;프리한 복장;유연근무제;성과급/상여금,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
비즈톡,비즈톡(주),비즈톡,REST API;Java;AngularJS;C++;C;Git;Linux;Spring Boot;AWS,장기근속 포상;9호선 역세권 기업;점심지원;간식 제공;성과급/상여금,중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
클레온,(주)클레온,클레온,Java;Xcode;Kotlin;WebSocket;PyTorch;Figma;Git;Docker;JavaScript;Spring Framework;Flutter;Android SDK;Android Studio;Android OS;TensorFlow;Dart,"평균연봉 상위 10%;연봉상승률 20% 이상;급성장중;2호선 역세권 기업;유연근무제;시리즈A 투자유치;평균연봉 7,000 이상",중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
호패,(주)호패,호패,Google Analytics;GitHub;GraphQL;Node.js;Next.js;React;TypeScript;REST API;Expo;Git;Docker;SCSS;TailwindCSS;MySQL;JavaScript;AWS CodePipeline;MongoDB;AWS;NestJS;Python,"평균연봉 상위 10%;연봉상승률 20% 이상;재택근무;2호선 역세권 기업;유연근무제;평균연봉 6,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
플래닝고,(주)플래닝고,플래닝고,AWS Lambda;WebGL;Java;Amazon EC2;GitHub;Spring;React;Kotlin;three.js;TypeScript;REST API;AR;Unity;GCP;Django;Blender;3D Rendering;JavaScript;FastAPI;VR;AWS;Python;Kubernetes,연봉상승률 10% 이상;재택근무,중소기업;주식회사,""
티투엘,티투엘(주),티투엘,Java,급성장중,중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
쿠도커뮤니케이션,쿠도커뮤니케이션(주),쿠도커뮤니케이션,CSS 3;Java;AngularJS;Oracle PL/SQL;PostgreSQL;Headless UI;React;SQL;Jenkins;REST API;Apache Sling;XML;JavaScript;HTML5;MongoDB;Oracle;Adobe Target,매출액 500억 기업,중소기업;주식회사;수출입 기업,방송장비 제조업
어센트코리아,(주)어센트코리아,어센트코리아,Airflow;CSS 3;Google BigQuery;Git;GCP;HTML5;Pandas;Selenium;Python;SQL,"연봉상승률 10% 이상;급성장중;장기근속 포상;3호선 역세권 기업;유연근무제;평균연봉 6,000 이상",중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
하이비젼시스템,(주)하이비젼시스템,하이비젼시스템,C#;C++;Linux;FPGA;Embedded;Mfc;WPF;MCU;Python,주거복지;급성장중;코스닥;성과급/상여금;사내 카페,중견기업;코스닥;외부감사법인;수출입 기업,"사진기, 영사기 및 관련 장비 제조업"
제이티비씨,제이티비씨(주),제이티비씨,Docker;Confluence;ELK;JavaScript;MariaDB;Redis;Bitbucket;MSSQL;Jira;Python,"평균연봉 상위 10%;장기근속 포상;중앙 계열사;경의선 역세권 기업;평균연봉 7,000 이상",1000대기업;중견기업;외부감사법인,유선 방송업
한국비즈넷,(주)한국비즈넷,한국비즈넷,Java;Nexacro;Spring Boot;TortoiseSVN;MSSQL;Spring;React;Vue.js;REST API;Git;JavaScript;Tibero;Oracle,장기근속 포상;자유로운 연차;프리한 복장;2호선 역세권 기업;유연근무제,중소기업;주식회사;연구소;병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
신보,(주)신보,신보,AZURE;Linux;CISSP;Windows;CISA;AWS,매출액 5000억 기업;5호선 역세권 기업,중견기업;주식회사;외부감사법인,일반전기 공사업
링네트,(주)링네트,링네트,AZURE;Switch;L2;Network;L3;L4;Cisco;Router;L7;HW,"코스닥;2호선 역세권 기업;평균연봉 6,000 이상","",컴퓨터시스템 통합 자문 및 구축 서비스업
비욘드테크,(주)비욘드테크,비욘드테크,C#;Java;SW;JSP;PostgreSQL;MariaDB;Spring Boot;Spring Cloud;REST API;JavaScript;HTML5;Spring Framework;React Native;Spring Data JPA;AWS,매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업,중소기업;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,"컴퓨터 및 주변장치, 소프트웨어 도매업"
대원씨티에스,대원씨티에스(주),대원씨티에스,AI/인공지능;RPA;SW;Python;Ccie;Network;Cisco;Ccna;Ccnp,"1호선 역세권 기업;평균연봉 6,000 이상",중견기업;외부감사법인,"컴퓨터 및 주변장치, 소프트웨어 도매업"
아이티로그인,(주)아이티로그인,아이티로그인,Network;Cisco;Infra;HP Cloud Compute;Ccnp,육아휴직;장기근속 포상;자유로운 연차;6호선 역세권 기업;간식 제공;성과급/상여금;사내 카페,중소기업;주식회사;외부감사법인,"컴퓨터 및 주변장치, 소프트웨어 도매업"
디에스앤지,(주)디에스앤지,디에스앤지,CUDA;Ubuntu;AI/인공지능;Linux;Docker;K8S;Infra;DeepLearning;Docker Compose;Python;Kubernetes,"연봉상승률 15% 이상;매출액 500억 기업;주거복지;육아휴직;장기근속 포상;2호선 역세권 기업;성과급/상여금;평균연봉 6,000 이상",중소기업;주식회사;외부감사법인,"컴퓨터 및 주변장치, 소프트웨어 도매업"
위버스브레인,(주)위버스브레인,위버스브레인,REST API;Git;Figma;Redux;Supabase;Next.js;React Native;Zeplin;React,급성장중;위버스마인드 계열사;프리한 복장;2호선 역세권 기업;간식 제공,중소기업;주식회사;사단법인,응용 소프트웨어 개발 및 공급업
싸이버로지텍,(주)싸이버로지텍,싸이버로지텍,Java;AI/인공지능;RPA;Linux;XML;JavaScript;HTML5;Spring Boot;FastAPI;Windows;Oracle,"평균연봉 상위 10%;매출액 500억 기업;주거복지;장기근속 포상;유수 계열사;재택근무;경의선 역세권 기업;유연근무제;점심지원;평균연봉 7,000 이상","",응용 소프트웨어 개발 및 공급업
인코칭,(주)인코칭,인코칭,AI/인공지능;Python,급성장중;장기근속 포상,"",직원훈련기관
씨크코리아,씨크코리아(주),씨크코리아,TypeScript;C#;C++;OpenCV;HALCON;MachineLearning;Python;TensorFlow,매출액 500억 기업;9호선 역세권 기업,중견기업;외국인 투자기업;수출입 기업,그 외 기타 기계 및 장비 도매업
딥노이드,(주)딥노이드,딥노이드,Microsoft Office 365;Spring Boot;React;gRPC;Kotlin;TypeScript;RDB;REST API;Shell;PyTorch;Figma;NoSql;Docker;Linux;MySQL;JavaScript;DICOM;Python;TensorFlow;WebRTC,연봉상승률 20% 이상;급성장중;코스닥;프리한 복장;7호선 역세권 기업;유연근무제,중소기업;코스닥;주식회사;외부감사법인;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
이노아이,이노아이(주),이노아이,QA;REST API;Slack;Confluence;Redmine;Selenium;iOS;Jira;Android OS;Postman,육아휴직;급성장중;장기근속 포상;에스피테크놀러지 계열사;프리한 복장;경강선 역세권 기업,중소기업;주식회사;외부감사법인,시스템 소프트웨어 개발 및 공급업
안트로젠,(주)안트로젠,안트로젠,CSS 3;JavaScript;HTML5;Infra;Node.js;Spring,급성장중;코스닥;1호선 역세권 기업,중소기업;코스닥;주식회사;외부감사법인,그 외 기타 상품 전문 도매업
에스엔에치,에스엔에치(주),에스엔에치,FW;VPN;Network;Cisco;Ccna;Firewall,매출액 100억 기업;급성장중;장기근속 포상;9호선 역세권 기업;간식 제공,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업"
쓰리아이,(주)쓰리아이,쓰리아이,Redmine;MachineLearning;Grafana;HW;Kubeflow;QA;TypeScript;OneSaas;PyTorch;Docker;Confluence;Easy Redmine;JavaScript;React.js Boilerplate;Selenium;AWS;Python;TensorFlow;C++;SW;Appium;Jira;Vue.js;Git;OpenCV;WebRTC,"연봉상승률 10% 이상;평균연봉 상위 10%;자유로운 연차;프리한 복장;시리즈A 투자유치;평균연봉 7,000 이상;예비 유니콘",중소기업;병역특례 인증업체;수출입 기업,응용 소프트웨어 개발 및 공급업
컬쳐히어로,(주)컬쳐히어로,컬쳐히어로,Rails;TypeScript;FastAPI;Ruby;AWS;Python;Kubernetes,시리즈B 투자유치;스타트업;스타트업 인기TOP100,스타트업;중소기업;사단법인,응용 소프트웨어 개발 및 공급업
연합인포맥스,(주)연합인포맥스,연합인포맥스,AZURE;GCP;AWS;Azure DevOps;Python,매출액 500억 기업;육아휴직;연합뉴스 계열사;프리한 복장;3호선 역세권 기업;점심지원;사내 카페,중견기업;외부감사법인;병역특례 인증업체,데이터베이스 및 온라인정보 제공업
이지케어텍,이지케어텍(주),이지케어텍,C#;PostgreSQL;CouchDB;Kafka;Prometheus;Windows;WPF;Grafana;AZURE;ArangoDB;Elasticsearch;Neo4j;Azure Database for MySQL;MySQL;JavaScript;.NET;Entity Framework;Oracle;AWS;Azure DevOps;vmware;MSSQL;Linux;GCP;ASP.NET;MongoDB;Kubernetes,"장기근속 포상;서울대학교병원 계열사;코스닥;2호선 역세권 기업;평균연봉 6,000 이상",중소기업;코스닥;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
페니로이스,(주)페니로이스,페니로이스,R;Sass;BigData;MachineLearning;Python,"장기근속 포상;3호선 역세권 기업;평균연봉 6,000 이상",중소기업;주식회사,경영 컨설팅업
헬스커넥트,헬스커넥트(주),헬스커넥트,Docker Cloud;Java;AI/인공지능;CrewAI;GitHub;PostgreSQL;MariaDB;Next.js;Spring;React;TypeScript;AZURE;Docker;MySQL;JavaScript;Oracle;AWS;Azure DevOps;Kubernetes;Python,"매출액 100억 기업;씨지인바이츠 계열사;1호선 역세권 기업;유연근무제;평균연봉 6,000 이상",중소기업;외부감사법인,응용 소프트웨어 개발 및 공급업
메타넷티플랫폼,(주)메타넷티플랫폼,메타넷티플랫폼,PowerShell;PostgreSQL;Kafka;Spring Boot;AZURE;Vue.js;Terraform;MySQL;Microsoft Azure;Spring Framework;Oracle;OpenAPI;AWS;Spring Data JPA;Azure DevOps;Python,"평균연봉 상위 10%;메타넷글로벌 계열사;1호선 역세권 기업;평균연봉 6,000 이상",중견기업;주식회사;외부감사법인,컴퓨터시스템 통합 자문 및 구축 서비스업
인텍에프에이,(주)인텍에프에이,인텍에프에이,Pads;Orcad;HW,"연봉상승률 10% 이상;스타트업;주거복지;매출액 100억 기업;급성장중;장기근속 포상;점심지원;성과급/상여금;평균연봉 6,000 이상",스타트업;중소기업;외부감사법인;병역특례 인증업체;수출입 기업,그 외 기타 전기장비 제조업
미디어로그,(주)미디어로그,미디어로그,Java;Spring Boot;Node.js;Java 8;Vue.js;ISMS;PyTorch;Elasticsearch;Docker;MySQL;React.js Boilerplate;CPPG;Oracle;AWS;Python;TensorFlow;Kubernetes,대기업,대기업,유선 통신업
웨어러블에이아이,주식회사웨어러블에이아이,웨어러블에이아이,C++;AI/인공지능;C;Autocad;Embedded Linux;SummitDB;DeepLearning;Fusion 360;MachineLearning;MATLAB;PCB;CUDA;Kubeflow;PyTorch;Docker;Linux;ROS;Solidworks;Embedded;AWS;MCU;Python;Kubernetes,자유로운 연차;유연근무제;점심지원,중소기업;주식회사,솔루션·SI·ERP·CRM
메디트,(주)메디트,메디트,C#;AI/인공지능;Qt;Xcode;Babel;CMake;DeepLearning;Spark Framework;Windows;iOS;rollup;TypeScript;QA;Backendless;REST API;JavaScript;TCP/IP;Productboard;Embedded;vscode.dev;macOS;Flask;WebGL;Java;CSS 3;C++;Mac OS X;SW;AWS CloudTrail;Google Cloud Platform;OpenGL;Embedded Linux;SwiftUI;Vite;React;WebSocket;CUDA;Vue.js;Git;Linux;React D3 Library;HTML5;Spring Framework;Transformers;FastAPI;Swift;Webpack,"연봉상승률 10% 이상;평균연봉 상위 10%;급성장중;장기근속 포상;MBK파트너스 계열사;매출액 1000억 기업;9호선 역세권 기업;유연근무제;평균연봉 7,000 이상",중견기업;주식회사;병역특례 인증업체;수출입 기업,기타 주변기기 제조업
플래티어,(주)플래티어,플래티어,PostgreSQL;Spring Boot;Groovy;NumPy;QA;PyTorch;Google BigQuery;Docker;NGINX;MySQL;Selenium;Python;Matplotlib;QueryDSL;JSP;GraphQL;K8S;Playwright;Spring;SQL;Jenkins;Vue.js;Git;Linux;Plotly.js;Swift;MongoDB;Newman;OpenAPI;Amazon Quicksight;SAP;GitHub;Next.js;Tableau;Windows;TypeScript;AZURE;REST API;R;Shell;NoSql;NLP;Confluence;JavaScript;Oracle;AWS;GitLab;Azure DevOps;TensorFlow;Java;CSS 3;Firebase;Redis;Appium;SwiftUI;React;Jira;Kotlin;React Query;jQuery;GCP;HTML5;Envoy;Pandas;FastAPI;Apache JMeter;Postman;Mybatis;Kubernetes,"연봉상승률 10% 이상;자유로운 연차;코스닥;8호선 역세권 기업;유연근무제;성과급/상여금;평균연봉 6,000 이상",중소기업;코스닥;주식회사,응용 소프트웨어 개발 및 공급업
오픈소스컨설팅,(주)오픈소스컨설팅,오픈소스컨설팅,GitHub;Prometheus;OpenStack;Apache Tomcat;Grafana;YAML;AZURE;Shell;Confluence;NGINX;Network;AWS;GitLab;Python;JBoss;Argo;L2;vmware;L3;Jira;Red Hat OpenShift;Jenkins;Git;Linux;GCP;Ansible;Bitbucket;Helm;Bamboo;Kubernetes,"평균연봉 상위 10%;급성장중;재택근무;9호선 역세권 기업;유연근무제;평균연봉 7,000 이상",중소기업;주식회사,응용 소프트웨어 개발 및 공급업
키트웍스,(주)키트웍스,키트웍스,TypeScript;Vue.js;JavaScript;Nuxt.js;React,스타트업;2호선 역세권 기업;유연근무제;영업이익률 20% 이상,스타트업;중소기업;주식회사,응용 소프트웨어 개발 및 공급업
누리인포스,(주)누리인포스,누리인포스,Linux;Windows Server;Citrix Gateway,매출액 100억 기업;경강선 역세권 기업;유연근무제;성과급/상여금,"",응용 소프트웨어 개발 및 공급업
펜타시큐리티,펜타시큐리티(주),펜타시큐리티,Java;C++;C;MariaDB;Spring Boot;Mantis;Firewall;WebSocket;Jenkins;RDB;Shell;NoSql;Git;Slack;Linux;Docker;Network;JavaScript;PHP;TCP/IP;DB;Mybatis;Python,"매출액 100억 기업;장기근속 포상;자유로운 연차;휴가비 지원;5호선 역세권 기업;평균연봉 6,000 이상",중소기업;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,시스템 소프트웨어 개발 및 공급업
파이오링크,(주)파이오링크,파이오링크,Golang;AngularJS;C;NetBeans IDE;GitHub;Go;OpenStack;REST API;Docker;Network;JavaScript;GUI;AWS;Python;Java;C++;SW;L4;L7;Spring;React;SQL;Jenkins;Git;jQuery;Linux;Django;Kubernetes,육아휴직;장기근속 포상;코스닥;1호선 역세권 기업;성과급/상여금,중소기업;코스닥;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,유선 통신장비 제조업
엠씨넥스,(주)엠씨넥스,엠씨넥스,RTOS;C++;SW;Linux;RF;FPGA;Verilog;Embedded;MATLAB;MCU;PCB;HW,주거복지;장기근속 포상;인천1호선 역세권 기업;점심지원;코스피,1000대기업;중견기업;코스피;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,비디오 및 기타 영상기기 제조업
알에프메디컬,(주)알에프메디컬,알에프메디컬,C#;RTOS;C++;Visual C++;Embedded;Windows;Visual Studio;Android OS,매출액 100억 기업;육아휴직;프리한 복장;점심지원;워라밸;영업이익 150% 급성장;영업이익률 20% 이상,중소기업;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,그 외 기타 의료용 기기 제조업
리브스메드,(주)리브스메드,리브스메드,ERP;C;Qt;FPGA;Deta Cloud;MATLAB;HW;FW;VHDL;Network;Notion;MSA;GUI;Python;C++;SW;Embedded Linux;Jira;Orcad;React Query;Git;Linux;MES;MCU;Kubernetes,육아휴직;급성장중;프리한 복장;간식 제공;예비 유니콘,"",""
대진정보통신,대진정보통신(주),대진정보통신,ISMS;Hack;Azure Security Center;CISSP;CISA;CPPG,2호선 역세권 기업,중소기업,""
텐핑거스,(주)텐핑거스,텐핑거스,REST API;GitHub Actions;Docker;GCP;Django;FastAPI;GoLand;Next.js;AWS;React;Python;GCP IAM,스타트업;급성장중;3호선 역세권 기업;매출액 20% 지속성장,스타트업;중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
오버컴테크,(주)오버컴테크,오버컴테크,RTOS;FW;FPGA;Embedded;HW,급성장중;장기근속 포상;1호선 역세권 기업;성과급/상여금,중소기업;주식회사,산업처리공정 제어장비 제조업
에이핀테크놀러지,(주)에이핀테크놀러지,에이핀테크놀러지,C#;Java;Oracle;WPF;React,장기근속 포상;프리한 복장;7호선 역세권 기업;사내 카페,중소기업;주식회사,유선 온라인 게임 소프트웨어 개발 및 공급업
퀀타매트릭스,(주)퀀타매트릭스,퀀타매트릭스,C++;C,급성장중;장기근속 포상;코스닥;1호선 역세권 기업;점심지원,중소기업;코스닥;주식회사;병역특례 인증업체,그 외 기타 의료용 기기 제조업
비솔,(주)비솔,비솔,C#;C++;AI/인공지능;SW;DirectX;Pads;MachineLearning;Orcad;PCB;HW;Unreal Engine;PyTorch;OpenCV;3D Rendering;AWS;Python;TensorFlow,"연봉상승률 15% 이상;매출액 100억 기업;급성장중;장기근속 포상;1호선 역세권 기업;점심지원;평균연봉 6,000 이상","","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
이노시뮬레이션,(주)이노시뮬레이션,이노시뮬레이션,C#;C++;WPF,장기근속 포상;패밀리데이;코스닥;유연근무제;점심지원;사내 카페,중소기업;코스닥;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,시스템 소프트웨어 개발 및 공급업
에쓰씨케이,(주)에쓰씨케이,에쓰씨케이,Java;Microsoft Teams;SW;Microsoft Office 365;Microsoft SQL Server;Google Cloud Platform;AWS Copilot;MSSQL;Azure Application Insights;Microsoft SharePoint;GitHub Copilot;AZURE;Microsoft IIS;Linux;GCP;Microsoft Azure;Spring Framework;Notion;AWS;Azure DevOps Server;Azure DevOps;Python,"평균연봉 상위 10%;매출액 100억 기업;육아휴직;장기근속 포상;패밀리데이;에쓰쎄븐 계열사;7호선 역세권 기업;점심지원;평균연봉 7,000 이상;영업이익률 20% 이상","","컴퓨터 및 주변장치, 소프트웨어 도매업"
디어유,(주)디어유,디어유,Java;Cassandra;Kafka;Redis;Spring Boot;Windows;iOS;REST API;NoSql;Git;Docker;Linux;Elasticsearch;Django;MySQL;SQLite;Objective-C;Swift;Android OS;AWS;Python;Flask;Kubernetes,"평균연봉 상위 10%;급성장중;장기근속 포상;카카오 계열사;코스닥;7호선 역세권 기업;점심지원;평균연봉 7,000 이상;사내 카페",중견기업;코스닥;주식회사,응용 소프트웨어 개발 및 공급업
드림마크원,드림마크원(주),드림마크원,Java;Network;Cisco;Python,"평균연봉 상위 10%;연봉상승률 20% 이상;대기업;매출액 100억 기업;아이엠엠 계열사;7호선 역세권 기업;점심지원;평균연봉 7,000 이상",대기업,통신 재판매업
딥인사이트,(주)딥인사이트,딥인사이트,RTOS;AI/인공지능;SW;DeepLearning;Embedded;Azure DevOps,"평균연봉 상위 10%;급성장중;장기근속 포상;경강선 역세권 기업;점심지원;시리즈A 투자유치;평균연봉 7,000 이상",중소기업;주식회사;연구소,컴퓨터 프로그래밍 서비스업
제너디어스,(주)제너디어스,제너디어스,OAuth2;AI/인공지능;PostgreSQL;GitHub;Recoil;OLAP;Next.js;TypeScript;React Query;TailwindCSS;Zustand;Supabase;Python,"",중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
인베스티,(주)인베스티,인베스티,Java;GitHub;Recoil;Node.js;Spring Boot;Next.js;Tailwind CSS;Spring;React;SQL;TypeScript;React Query;Figma;GitHub Actions;JavaScript;axios;React Native;styled-components;Spring Data JPA;AWS;NestJS,급성장중;2호선 역세권 기업;유연근무제,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
애자일소다,(주)애자일소다,애자일소다,DeepLearning;MariaDB;Node.js;React;TypeScript;Linux;Docker;MySQL;MongoDB;FastAPI;AWS;Azure DevOps;Python;TensorFlow;Kubernetes,"시리즈B 투자유치;영업이익 20% 지속성장;급성장중;장기근속 포상;2호선 역세권 기업;점심지원;평균연봉 6,000 이상",중소기업,응용 소프트웨어 개발 및 공급업
클레,(주)클레,클레,C#;C++;AI/인공지능;C;Qt;SW;MVVM;Pads;OpenGL;Windows;WPF;Orcad;PCB;CUDA;PyTorch;Linux;OpenCV;.NET;macOS;Python;TensorFlow,수인분당선 역세권 기업;점심지원;유연근무제;매출액 20% 지속성장,중소기업;주식회사;수출입 기업,응용 소프트웨어 개발 및 공급업
큐픽스,(주)큐픽스,큐픽스,AngularJS;AI/인공지능;DeepLearning;Tableau;MachineLearning;TypeScript;REST API;PyTorch;JavaScript;Snowflake;Flutter;Ruby;AWS;Angular 2;Python;TensorFlow;WebGL;Java;C++;Power BI;Node.js;React;WebSocket;Rails;PowerBI;Swift;Amazon Quicksight,스타트업;매출액 100억 기업;급성장중;자유로운 연차;재택근무;경강선 역세권 기업;유연근무제;매출액 20% 지속성장,스타트업;중소기업;주식회사;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
하이퍼정보,(주)하이퍼정보,하이퍼정보,Java;Linux;MySQL;MariaDB;Spring Framework;Spring;DB;Mybatis;SQL,장기근속 포상;자유로운 연차;워라밸,중소기업;주식회사,컴퓨터시설 관리업
낭만상회,(주)낭만상회,낭만상회,TypeScript;Git;Infra;Create React Native App;Node.js;React Native;React,급성장중;2호선 역세권 기업;점심지원,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
리뷰닷컴,주식회사리뷰닷컴,리뷰닷컴,Java;AI/인공지능;jQuery;Linux;GitHub;JavaScript;Apache Tomcat;Spring,프리한 복장;점심지원;성과급/상여금,"",광고·홍보·전시
